idx,t_ms,ir_hex,mnemonic,status,desc,acc_pre,acc_post,cy_pre,cy_post,r0_pre,r1_pre,r2_pre,r3_pre,r4_pre,r5_pre,r6_pre,r7_pre,r8_pre,r9_pre,r10_pre,r11_pre,r12_pre,r13_pre,r14_pre,r15_pre,r0_post,r1_post,r2_post,r3_post,r4_post,r5_post,r6_post,r7_post,r8_post,r9_post,r10_post,r11_post,r12_post,r13_post,r14_post,r15_post
432,44.704,1C,JCN C,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
433,44.854,A3,LD R3,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
434,44.934,1C,JCN C,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
435,45.084,40,JUN 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
436,45.244,C0,BBL 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
437,45.324,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
438,45.404,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
439,45.484,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
440,45.564,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
441,45.644,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
442,45.724,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
443,45.804,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
444,45.884,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
445,45.964,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
446,46.044,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
447,46.124,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
448,46.204,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
449,46.284,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
450,46.364,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
451,46.444,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
452,46.524,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
453,46.604,00,NOP 0,pass,,0,0,0,0,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2,15,4,0,0,0,0,4,7,0,0,4,11,9,8,6,2
